episode,total_reward,steps,epsilon,reached_goal
253,5.0,6,0.2827589419554058,True
254,3.0,8,0.28134514724562876,True
255,4.0,7,0.2799384215094006,True
256,5.0,6,0.27853872940185365,True
257,2.0,9,0.27714603575484437,True
258,3.0,8,0.2757603055760701,True
259,1.0,10,0.2743815040481898,True
260,5.0,6,0.2730095965279488,True
261,4.0,7,0.27164454854530906,True
262,1.0,10,0.2702863258025825,True
263,3.0,8,0.2689348941735696,True
264,5.0,6,0.26759021970270175,True
265,1.0,10,0.2662522686041882,True
266,5.0,6,0.2649210072611673,True
267,-13.0,24,0.26359640222486147,True
268,3.0,8,0.26227842021373715,True
269,3.0,8,0.2609670281126685,True
270,5.0,6,0.25966219297210513,True
271,4.0,7,0.2583638820072446,True
272,1.0,10,0.2570720625972084,True
273,5.0,6,0.25578670228422234,True
274,5.0,6,0.25450776877280124,True
275,3.0,8,0.2532352299289372,True
276,1.0,10,0.2519690537792925,True
277,5.0,6,0.2507092085103961,True
278,1.0,10,0.2494556624678441,True
279,5.0,6,0.24820838415550486,True
280,5.0,6,0.24696734223472733,True
281,3.0,8,0.2457325055235537,True
282,5.0,6,0.24450384299593592,True
283,5.0,6,0.24328132378095624,True
284,3.0,8,0.24206491716205145,True
285,2.0,9,0.2408545925762412,True
286,4.0,7,0.23965031961336,True
287,5.0,6,0.2384520680152932,True
288,0.0,11,0.23725980767521673,True
289,2.0,9,0.23607350863684065,True
290,5.0,6,0.23489314109365644,True
291,2.0,9,0.23371867538818816,True
292,3.0,8,0.23255008201124722,True
293,1.0,10,0.231387331601191,True
294,3.0,8,0.23023039494318503,True
295,2.0,9,0.2290792429684691,True
296,5.0,6,0.22793384675362674,True
297,3.0,8,0.22679417751985861,True
298,3.0,8,0.22566020663225933,True
299,3.0,8,0.22453190559909803,True
300,5.0,6,0.22340924607110255,True
301,5.0,6,0.22229219984074702,True
302,3.0,8,0.2211807388415433,True
303,5.0,6,0.22007483514733558,True
304,5.0,6,0.2189744609715989,True
305,3.0,8,0.2178795886667409,True
306,5.0,6,0.2167901907234072,True
307,4.0,7,0.21570623976979014,True
308,5.0,6,0.21462770857094118,True
309,5.0,6,0.21355457002808648,True
310,5.0,6,0.21248679717794605,True
311,2.0,9,0.21142436319205632,True
312,0.0,11,0.21036724137609603,True
313,3.0,8,0.20931540516921554,True
314,-3.0,14,0.20826882814336947,True
315,5.0,6,0.20722748400265262,True
316,-3.0,14,0.20619134658263935,True
317,2.0,9,0.20516038984972615,True
318,5.0,6,0.2041345879004775,True
319,4.0,7,0.2031139149609751,True
320,4.0,7,0.20209834538617025,True
321,5.0,6,0.2010878536592394,True
322,3.0,8,0.2000824143909432,True
323,5.0,6,0.19908200231898848,True
324,4.0,7,0.19808659230739353,True
325,5.0,6,0.19709615934585656,True
326,3.0,8,0.19611067854912728,True
327,4.0,7,0.19513012515638165,True
328,5.0,6,0.19415447453059972,True
329,4.0,7,0.19318370215794672,True
330,5.0,6,0.192217783647157,True
331,1.0,10,0.1912566947289212,True
332,1.0,10,0.1903004112552766,True
333,5.0,6,0.18934890919900021,True
334,3.0,8,0.18840216465300522,True
335,5.0,6,0.18746015382974018,True
336,2.0,9,0.1865228530605915,True
337,1.0,10,0.18559023879528855,True
338,1.0,10,0.1846622876013121,True
339,2.0,9,0.18373897616330553,True
340,5.0,6,0.182820281282489,True
341,4.0,7,0.18190617987607657,True
342,3.0,8,0.18099664897669618,True
343,1.0,10,0.1800916657318127,True
344,5.0,6,0.17919120740315364,True
345,4.0,7,0.17829525136613786,True
346,5.0,6,0.17740377510930716,True
347,3.0,8,0.17651675623376062,True
348,5.0,6,0.1756341724525918,True
349,5.0,6,0.17475600159032884,True
350,3.0,8,0.17388222158237718,True
351,5.0,6,0.1730128104744653,True
352,-1.0,12,0.17214774642209296,True
353,1.0,10,0.1712870076899825,True
354,5.0,6,0.17043057265153258,True
355,3.0,8,0.16957841978827493,True
356,5.0,6,0.16873052768933355,True
357,5.0,6,0.1678868750508869,True
358,3.0,8,0.16704744067563246,True
359,3.0,8,0.1662122034722543,True
360,1.0,10,0.16538114245489302,True
361,3.0,8,0.16455423674261854,True
362,3.0,8,0.16373146555890544,True
363,3.0,8,0.16291280823111093,True
364,5.0,6,0.16209824418995536,True
365,5.0,6,0.16128775296900558,True
366,4.0,7,0.16048131420416054,True
367,4.0,7,0.15967890763313974,True
368,5.0,6,0.15888051309497406,True
369,4.0,7,0.1580861105294992,True
370,5.0,6,0.1572956799768517,True
371,5.0,6,0.15650920157696743,True
372,5.0,6,0.1557266555690826,True
373,3.0,8,0.1549480222912372,True
374,3.0,8,0.15417328217978102,True
375,5.0,6,0.1534024157688821,True
376,5.0,6,0.1526354036900377,True
377,3.0,8,0.1518722266715875,True
378,4.0,7,0.15111286553822956,True
379,5.0,6,0.15035730121053842,True
380,5.0,6,0.14960551470448571,True
381,5.0,6,0.14885748713096328,True
382,1.0,10,0.14811319969530845,True
383,5.0,6,0.1473726336968319,True
384,5.0,6,0.14663577052834775,True
385,5.0,6,0.14590259167570602,True
386,5.0,6,0.1451730787173275,True
387,5.0,6,0.14444721332374086,True
388,5.0,6,0.14372497725712216,True
389,2.0,9,0.14300635237083656,True
390,5.0,6,0.14229132060898236,True
391,4.0,7,0.14157986400593744,True
392,5.0,6,0.14087196468590776,True
393,5.0,6,0.14016760486247823,True
394,5.0,6,0.13946676683816583,True
395,5.0,6,0.138769433003975,True
396,5.0,6,0.13807558583895513,True
397,2.0,9,0.13738520790976036,True
398,5.0,6,0.13669828187021155,True
399,3.0,8,0.13601479046086049,True
400,5.0,6,0.1353347165085562,True
401,4.0,7,0.1346580429260134,True
402,5.0,6,0.13398475271138335,True
403,5.0,6,0.13331482894782642,True
404,5.0,6,0.13264825480308728,True
405,3.0,8,0.13198501352907185,True
406,5.0,6,0.1313250884614265,True
407,1.0,10,0.13066846301911936,True
408,3.0,8,0.13001512070402377,True
409,3.0,8,0.12936504510050365,True
410,1.0,10,0.12871821987500112,True
411,1.0,10,0.12807462877562611,True
412,5.0,6,0.12743425563174798,True
413,5.0,6,0.12679708435358925,True
414,5.0,6,0.1261630989318213,True
415,5.0,6,0.1255322834371622,True
416,3.0,8,0.12490462201997637,True
417,5.0,6,0.1242800989098765,True
418,5.0,6,0.12365869841532712,True
419,5.0,6,0.12304040492325048,True
420,5.0,6,0.12242520289863423,True
421,5.0,6,0.12181307688414106,True
422,5.0,6,0.12120401149972035,True
423,5.0,6,0.12059799144222175,True
424,5.0,6,0.11999500148501063,True
425,4.0,7,0.11939502647758558,True
426,2.0,9,0.11879805134519765,True
427,5.0,6,0.11820406108847166,True
428,4.0,7,0.1176130407830293,True
429,5.0,6,0.11702497557911415,True
430,5.0,6,0.11643985070121858,True
431,4.0,7,0.11585765144771248,True
432,5.0,6,0.11527836319047392,True
433,5.0,6,0.11470197137452155,True
434,5.0,6,0.11412846151764894,True
435,5.0,6,0.1135578192100607,True
436,5.0,6,0.11299003011401039,True
437,5.0,6,0.11242507996344034,True
438,4.0,7,0.11186295456362313,True
439,5.0,6,0.11130363979080501,True
440,4.0,7,0.11074712159185099,True
441,5.0,6,0.11019338598389174,True
442,5.0,6,0.10964241905397228,True
443,5.0,6,0.10909420695870241,True
444,4.0,7,0.1085487359239089,True
445,5.0,6,0.10800599224428936,True
446,4.0,7,0.10746596228306791,True
447,5.0,6,0.10692863247165257,True
448,1.0,10,0.1063939893092943,True
449,5.0,6,0.10586201936274783,True
450,5.0,6,0.10533270926593409,True
451,5.0,6,0.10480604571960442,True
452,5.0,6,0.1042820154910064,True
453,5.0,6,0.10376060541355137,True
454,5.0,6,0.1032418023864836,True
455,4.0,7,0.10272559337455119,True
456,5.0,6,0.10221196540767843,True
457,5.0,6,0.10170090558064004,True
458,5.0,6,0.10119240105273684,True
459,5.0,6,0.10068643904747315,True
460,5.0,6,0.10018300685223579,True
461,5.0,6,0.0996820918179746,True
462,2.0,9,0.09918368135888474,True
463,5.0,6,0.09868776295209031,True
464,5.0,6,0.09819432413732986,True
465,3.0,8,0.09770335251664321,True
466,3.0,8,0.09721483575406,True
467,5.0,6,0.09672876157528969,True
468,5.0,6,0.09624511776741324,True
469,5.0,6,0.09576389217857617,True
470,5.0,6,0.09528507271768329,True
471,5.0,6,0.09480864735409487,True
472,5.0,6,0.0943346041173244,True
473,3.0,8,0.09386293109673778,True
474,5.0,6,0.09339361644125409,True
475,5.0,6,0.09292664835904782,True
476,5.0,6,0.09246201511725258,True
477,5.0,6,0.09199970504166631,True
478,5.0,6,0.09153970651645797,True
479,3.0,8,0.09108200798387568,True
480,5.0,6,0.0906265979439563,True
481,5.0,6,0.09017346495423652,True
482,5.0,6,0.08972259762946533,True
483,5.0,6,0.089273984641318,True
484,5.0,6,0.0888276147181114,True
485,5.0,6,0.08838347664452084,True
486,5.0,6,0.08794155926129824,True
487,5.0,6,0.08750185146499175,True
488,5.0,6,0.08706434220766679,True
489,5.0,6,0.08662902049662846,True
490,4.0,7,0.08619587539414532,True
491,5.0,6,0.08576489601717459,True
492,3.0,8,0.08533607153708872,True
493,5.0,6,0.08490939117940327,True
494,4.0,7,0.08448484422350626,True
495,3.0,8,0.08406242000238873,True
496,3.0,8,0.08364210790237678,True
497,4.0,7,0.0832238973628649,True
498,5.0,6,0.08280777787605056,True
499,5.0,6,0.08239373898667031,True
500,5.0,6,0.08198177029173696,True
501,5.0,6,0.08157186144027828,True
502,4.0,7,0.0811640021330769,True
503,3.0,8,0.08075818212241151,True
504,3.0,8,0.08035439121179945,True
505,5.0,6,0.07995261925574046,True
506,5.0,6,0.07955285615946175,True
507,5.0,6,0.07915509187866444,True
508,5.0,6,0.07875931641927113,True
509,3.0,8,0.07836551983717477,True
510,5.0,6,0.07797369223798889,True
511,5.0,6,0.07758382377679894,True
512,5.0,6,0.07719590465791494,True
513,5.0,6,0.07680992513462537,True
514,5.0,6,0.07642587550895225,True
515,3.0,8,0.07604374613140748,True
516,5.0,6,0.07566352740075044,True
517,5.0,6,0.07528520976374668,True
518,5.0,6,0.07490878371492794,True
519,5.0,6,0.0745342397963533,True
520,5.0,6,0.07416156859737154,True
521,2.0,9,0.07379076075438468,True
522,4.0,7,0.07342180695061275,True
523,5.0,6,0.07305469791585968,True
524,3.0,8,0.07268942442628039,True
525,5.0,6,0.07232597730414898,True
526,5.0,6,0.07196434741762824,True
527,5.0,6,0.0716045256805401,True
528,3.0,8,0.0712465030521374,True
529,4.0,7,0.0708902705368767,True
530,5.0,6,0.07053581918419231,True
531,5.0,6,0.07018314008827135,True
532,5.0,6,0.06983222438783,True
533,5.0,6,0.06948306326589085,True
534,5.0,6,0.0691356479495614,True
535,5.0,6,0.06878996970981359,True
536,1.0,10,0.06844601986126451,True
537,3.0,8,0.06810378976195819,True
538,5.0,6,0.0677632708131484,True
539,5.0,6,0.06742445445908266,True
540,4.0,7,0.06708733218678724,True
541,5.0,6,0.0667518955258533,True
542,5.0,6,0.06641813604822402,True
543,5.0,6,0.0660860453679829,True
544,5.0,6,0.06575561514114299,True
545,4.0,7,0.06542683706543727,True
546,5.0,6,0.06509970288011008,True
547,4.0,7,0.06477420436570952,True
548,4.0,7,0.06445033334388098,True
549,5.0,6,0.06412808167716157,True
550,5.0,6,0.06380744126877576,True
551,5.0,6,0.06348840406243188,True
552,5.0,6,0.06317096204211972,True
553,5.0,6,0.06285510723190912,True
554,5.0,6,0.06254083169574957,True
555,5.0,6,0.062228127537270826,True
556,3.0,8,0.06191698689958447,True
557,5.0,6,0.061607401965086545,True
558,3.0,8,0.06129936495526111,True
559,5.0,6,0.0609928681304848,True
560,3.0,8,0.060687903789832374,True
561,5.0,6,0.06038446427088321,True
562,5.0,6,0.06008254194952879,True
563,5.0,6,0.05978212923978115,True
564,5.0,6,0.05948321859358224,True
565,5.0,6,0.05918580250061433,True
566,4.0,7,0.058889873488111255,True
567,5.0,6,0.058595424120670696,True
568,5.0,6,0.05830244700006734,True
569,5.0,6,0.058010934765067,True
570,2.0,9,0.05772088009124167,True
571,5.0,6,0.05743227569078546,True
572,5.0,6,0.05714511431233153,True
573,5.0,6,0.05685938874076987,True
574,5.0,6,0.056575091797066025,True
575,5.0,6,0.056292216338080694,True
576,5.0,6,0.05601075525639029,True
577,5.0,6,0.05573070148010834,True
578,3.0,8,0.0554520479727078,True
579,5.0,6,0.05517478773284426,True
580,5.0,6,0.05489891379418004,True
581,5.0,6,0.05462441922520914,True
582,5.0,6,0.0543512971290831,True
583,5.0,6,0.05407954064343768,True
584,3.0,8,0.05380914294022049,True
585,5.0,6,0.05354009722551939,True
586,5.0,6,0.05327239673939179,True
587,5.0,6,0.053006034755694834,True
588,5.0,6,0.052741004581916356,True
589,5.0,6,0.052477299559006776,True
590,5.0,6,0.052214913061211746,True
591,5.0,6,0.05195383849590569,True
592,4.0,7,0.05169406930342616,True
593,1.0,10,0.05143559895690903,True
594,5.0,6,0.051178420962124486,True
595,4.0,7,0.05092252885731386,True
596,5.0,6,0.05066791621302729,True
597,5.0,6,0.05041457663196215,True
598,5.0,6,0.050162503748802344,True
599,5.0,6,0.05,True
600,5.0,6,0.05,True
601,5.0,6,0.05,True
602,3.0,8,0.05,True
603,5.0,6,0.05,True
604,5.0,6,0.05,True
605,5.0,6,0.05,True
606,5.0,6,0.05,True
607,5.0,6,0.05,True
608,5.0,6,0.05,True
609,3.0,8,0.05,True
610,5.0,6,0.05,True
611,5.0,6,0.05,True
612,5.0,6,0.05,True
613,5.0,6,0.05,True
614,4.0,7,0.05,True
615,4.0,7,0.05,True
616,5.0,6,0.05,True
617,5.0,6,0.05,True
618,3.0,8,0.05,True
619,5.0,6,0.05,True
620,5.0,6,0.05,True
621,5.0,6,0.05,True
622,5.0,6,0.05,True
623,5.0,6,0.05,True
624,5.0,6,0.05,True
625,3.0,8,0.05,True
626,5.0,6,0.05,True
627,5.0,6,0.05,True
628,4.0,7,0.05,True
629,3.0,8,0.05,True
630,5.0,6,0.05,True
631,5.0,6,0.05,True
632,5.0,6,0.05,True
633,5.0,6,0.05,True
634,5.0,6,0.05,True
635,5.0,6,0.05,True
636,5.0,6,0.05,True
637,5.0,6,0.05,True
638,5.0,6,0.05,True
639,5.0,6,0.05,True
640,5.0,6,0.05,True
641,5.0,6,0.05,True
642,5.0,6,0.05,True
643,5.0,6,0.05,True
644,5.0,6,0.05,True
645,5.0,6,0.05,True
646,5.0,6,0.05,True
647,5.0,6,0.05,True
648,5.0,6,0.05,True
649,5.0,6,0.05,True
650,5.0,6,0.05,True
651,5.0,6,0.05,True
652,5.0,6,0.05,True
653,5.0,6,0.05,True
654,5.0,6,0.05,True
655,5.0,6,0.05,True
656,5.0,6,0.05,True
657,5.0,6,0.05,True
658,5.0,6,0.05,True
659,5.0,6,0.05,True
660,5.0,6,0.05,True
661,5.0,6,0.05,True
662,5.0,6,0.05,True
663,3.0,8,0.05,True
664,5.0,6,0.05,True
665,5.0,6,0.05,True
666,5.0,6,0.05,True
667,5.0,6,0.05,True
668,3.0,8,0.05,True
669,5.0,6,0.05,True
670,5.0,6,0.05,True
671,5.0,6,0.05,True
672,5.0,6,0.05,True
673,5.0,6,0.05,True
674,5.0,6,0.05,True
675,5.0,6,0.05,True
676,5.0,6,0.05,True
677,5.0,6,0.05,True
678,5.0,6,0.05,True
679,5.0,6,0.05,True
680,5.0,6,0.05,True
681,5.0,6,0.05,True
682,4.0,7,0.05,True
683,5.0,6,0.05,True
684,4.0,7,0.05,True
685,5.0,6,0.05,True
686,5.0,6,0.05,True
687,5.0,6,0.05,True
688,3.0,8,0.05,True
689,5.0,6,0.05,True
690,5.0,6,0.05,True
691,5.0,6,0.05,True
692,3.0,8,0.05,True
693,5.0,6,0.05,True
694,5.0,6,0.05,True
695,5.0,6,0.05,True
696,5.0,6,0.05,True
697,3.0,8,0.05,True
698,5.0,6,0.05,True
699,5.0,6,0.05,True
700,5.0,6,0.05,True
701,5.0,6,0.05,True
702,5.0,6,0.05,True
703,5.0,6,0.05,True
704,5.0,6,0.05,True
705,5.0,6,0.05,True
706,3.0,8,0.05,True
707,5.0,6,0.05,True
708,5.0,6,0.05,True
709,5.0,6,0.05,True
710,5.0,6,0.05,True
711,5.0,6,0.05,True
712,4.0,7,0.05,True
713,5.0,6,0.05,True
714,4.0,7,0.05,True
715,5.0,6,0.05,True
716,5.0,6,0.05,True
717,5.0,6,0.05,True
718,5.0,6,0.05,True
719,5.0,6,0.05,True
720,5.0,6,0.05,True
721,5.0,6,0.05,True
722,5.0,6,0.05,True
723,5.0,6,0.05,True
724,1.0,10,0.05,True
725,3.0,8,0.05,True
726,5.0,6,0.05,True
727,5.0,6,0.05,True
728,5.0,6,0.05,True
729,5.0,6,0.05,True
730,5.0,6,0.05,True
731,5.0,6,0.05,True
732,5.0,6,0.05,True
733,5.0,6,0.05,True
734,5.0,6,0.05,True
735,5.0,6,0.05,True
736,5.0,6,0.05,True
737,5.0,6,0.05,True
738,5.0,6,0.05,True
739,4.0,7,0.05,True
740,5.0,6,0.05,True
741,5.0,6,0.05,True
742,5.0,6,0.05,True
743,5.0,6,0.05,True
744,5.0,6,0.05,True
745,5.0,6,0.05,True
746,5.0,6,0.05,True
747,5.0,6,0.05,True
748,5.0,6,0.05,True
749,5.0,6,0.05,True
750,1.0,10,0.05,True
751,3.0,8,0.05,True
752,5.0,6,0.05,True
753,5.0,6,0.05,True
754,5.0,6,0.05,True
755,5.0,6,0.05,True
756,5.0,6,0.05,True
757,3.0,8,0.05,True
758,5.0,6,0.05,True
759,4.0,7,0.05,True
760,5.0,6,0.05,True
761,5.0,6,0.05,True
762,5.0,6,0.05,True
763,5.0,6,0.05,True
764,5.0,6,0.05,True
765,3.0,8,0.05,True
766,5.0,6,0.05,True
767,3.0,8,0.05,True
768,5.0,6,0.05,True
769,5.0,6,0.05,True
770,3.0,8,0.05,True
771,5.0,6,0.05,True
772,5.0,6,0.05,True
773,5.0,6,0.05,True
774,3.0,8,0.05,True
775,5.0,6,0.05,True
776,5.0,6,0.05,True
777,5.0,6,0.05,True
778,5.0,6,0.05,True
