episode,total_reward,steps,epsilon,reached_goal
779,5.0,6,0.05,True
780,3.0,8,0.05,True
781,3.0,8,0.05,True
782,5.0,6,0.05,True
783,5.0,6,0.05,True
784,5.0,6,0.05,True
785,5.0,6,0.05,True
786,5.0,6,0.05,True
787,5.0,6,0.05,True
788,5.0,6,0.05,True
789,3.0,8,0.05,True
790,3.0,8,0.05,True
791,5.0,6,0.05,True
792,5.0,6,0.05,True
793,5.0,6,0.05,True
794,4.0,7,0.05,True
795,5.0,6,0.05,True
796,5.0,6,0.05,True
797,5.0,6,0.05,True
798,5.0,6,0.05,True
799,5.0,6,0.05,True
800,5.0,6,0.05,True
801,3.0,8,0.05,True
802,4.0,7,0.05,True
803,5.0,6,0.05,True
804,5.0,6,0.05,True
805,3.0,8,0.05,True
806,5.0,6,0.05,True
807,5.0,6,0.05,True
808,5.0,6,0.05,True
809,5.0,6,0.05,True
810,4.0,7,0.05,True
811,5.0,6,0.05,True
812,5.0,6,0.05,True
813,5.0,6,0.05,True
814,5.0,6,0.05,True
815,5.0,6,0.05,True
816,5.0,6,0.05,True
817,5.0,6,0.05,True
818,5.0,6,0.05,True
819,3.0,8,0.05,True
820,5.0,6,0.05,True
821,5.0,6,0.05,True
822,4.0,7,0.05,True
823,5.0,6,0.05,True
824,5.0,6,0.05,True
825,5.0,6,0.05,True
826,5.0,6,0.05,True
827,5.0,6,0.05,True
828,3.0,8,0.05,True
829,5.0,6,0.05,True
830,5.0,6,0.05,True
831,5.0,6,0.05,True
832,5.0,6,0.05,True
833,5.0,6,0.05,True
834,5.0,6,0.05,True
835,5.0,6,0.05,True
836,5.0,6,0.05,True
837,5.0,6,0.05,True
838,5.0,6,0.05,True
839,4.0,7,0.05,True
840,5.0,6,0.05,True
841,3.0,8,0.05,True
842,5.0,6,0.05,True
843,5.0,6,0.05,True
844,5.0,6,0.05,True
845,5.0,6,0.05,True
846,5.0,6,0.05,True
847,5.0,6,0.05,True
848,5.0,6,0.05,True
849,3.0,8,0.05,True
850,5.0,6,0.05,True
851,5.0,6,0.05,True
852,5.0,6,0.05,True
853,5.0,6,0.05,True
854,5.0,6,0.05,True
855,5.0,6,0.05,True
856,5.0,6,0.05,True
857,5.0,6,0.05,True
858,5.0,6,0.05,True
859,5.0,6,0.05,True
860,5.0,6,0.05,True
861,5.0,6,0.05,True
862,5.0,6,0.05,True
863,5.0,6,0.05,True
864,5.0,6,0.05,True
865,5.0,6,0.05,True
866,5.0,6,0.05,True
867,3.0,8,0.05,True
868,5.0,6,0.05,True
869,5.0,6,0.05,True
870,4.0,7,0.05,True
871,5.0,6,0.05,True
872,5.0,6,0.05,True
873,5.0,6,0.05,True
874,1.0,10,0.05,True
875,5.0,6,0.05,True
876,5.0,6,0.05,True
877,5.0,6,0.05,True
878,5.0,6,0.05,True
879,5.0,6,0.05,True
880,5.0,6,0.05,True
881,5.0,6,0.05,True
882,5.0,6,0.05,True
883,5.0,6,0.05,True
884,5.0,6,0.05,True
885,3.0,8,0.05,True
886,3.0,8,0.05,True
887,5.0,6,0.05,True
888,5.0,6,0.05,True
889,5.0,6,0.05,True
890,5.0,6,0.05,True
891,3.0,8,0.05,True
892,5.0,6,0.05,True
893,5.0,6,0.05,True
894,4.0,7,0.05,True
895,5.0,6,0.05,True
896,5.0,6,0.05,True
897,5.0,6,0.05,True
898,5.0,6,0.05,True
899,3.0,8,0.05,True
900,5.0,6,0.05,True
901,5.0,6,0.05,True
902,3.0,8,0.05,True
903,5.0,6,0.05,True
904,5.0,6,0.05,True
905,1.0,10,0.05,True
906,5.0,6,0.05,True
907,5.0,6,0.05,True
908,5.0,6,0.05,True
909,5.0,6,0.05,True
910,1.0,10,0.05,True
911,5.0,6,0.05,True
912,5.0,6,0.05,True
913,3.0,8,0.05,True
914,5.0,6,0.05,True
915,4.0,7,0.05,True
916,5.0,6,0.05,True
917,5.0,6,0.05,True
918,3.0,8,0.05,True
919,5.0,6,0.05,True
920,5.0,6,0.05,True
921,5.0,6,0.05,True
922,5.0,6,0.05,True
923,5.0,6,0.05,True
924,5.0,6,0.05,True
925,5.0,6,0.05,True
926,5.0,6,0.05,True
927,3.0,8,0.05,True
928,5.0,6,0.05,True
929,5.0,6,0.05,True
930,5.0,6,0.05,True
931,5.0,6,0.05,True
932,5.0,6,0.05,True
933,5.0,6,0.05,True
934,5.0,6,0.05,True
935,5.0,6,0.05,True
936,4.0,7,0.05,True
937,5.0,6,0.05,True
938,3.0,8,0.05,True
939,5.0,6,0.05,True
940,3.0,8,0.05,True
941,5.0,6,0.05,True
942,4.0,7,0.05,True
943,2.0,9,0.05,True
944,5.0,6,0.05,True
945,5.0,6,0.05,True
946,5.0,6,0.05,True
947,5.0,6,0.05,True
948,5.0,6,0.05,True
949,5.0,6,0.05,True
950,3.0,8,0.05,True
951,5.0,6,0.05,True
952,5.0,6,0.05,True
953,5.0,6,0.05,True
954,5.0,6,0.05,True
955,5.0,6,0.05,True
956,5.0,6,0.05,True
957,1.0,10,0.05,True
958,5.0,6,0.05,True
959,5.0,6,0.05,True
960,5.0,6,0.05,True
961,5.0,6,0.05,True
962,3.0,8,0.05,True
963,5.0,6,0.05,True
964,5.0,6,0.05,True
965,5.0,6,0.05,True
966,5.0,6,0.05,True
967,3.0,8,0.05,True
968,5.0,6,0.05,True
969,4.0,7,0.05,True
970,3.0,8,0.05,True
971,3.0,8,0.05,True
972,5.0,6,0.05,True
973,5.0,6,0.05,True
974,5.0,6,0.05,True
975,5.0,6,0.05,True
976,4.0,7,0.05,True
977,5.0,6,0.05,True
978,5.0,6,0.05,True
979,5.0,6,0.05,True
980,5.0,6,0.05,True
981,5.0,6,0.05,True
982,3.0,8,0.05,True
983,3.0,8,0.05,True
984,3.0,8,0.05,True
985,5.0,6,0.05,True
986,4.0,7,0.05,True
987,4.0,7,0.05,True
988,5.0,6,0.05,True
989,5.0,6,0.05,True
990,5.0,6,0.05,True
991,5.0,6,0.05,True
992,5.0,6,0.05,True
993,5.0,6,0.05,True
994,5.0,6,0.05,True
995,5.0,6,0.05,True
996,4.0,7,0.05,True
997,5.0,6,0.05,True
998,3.0,8,0.05,True
999,5.0,6,0.05,True
1000,5.0,6,0.05,True
1001,5.0,6,0.05,True
1002,5.0,6,0.05,True
1003,3.0,8,0.05,True
1004,5.0,6,0.05,True
1005,5.0,6,0.05,True
1006,5.0,6,0.05,True
1007,5.0,6,0.05,True
1008,5.0,6,0.05,True
1009,5.0,6,0.05,True
1010,5.0,6,0.05,True
1011,5.0,6,0.05,True
1012,5.0,6,0.05,True
1013,5.0,6,0.05,True
1014,5.0,6,0.05,True
1015,5.0,6,0.05,True
1016,5.0,6,0.05,True
1017,5.0,6,0.05,True
1018,5.0,6,0.05,True
1019,5.0,6,0.05,True
1020,5.0,6,0.05,True
1021,5.0,6,0.05,True
1022,4.0,7,0.05,True
1023,5.0,6,0.05,True
1024,5.0,6,0.05,True
1025,5.0,6,0.05,True
1026,5.0,6,0.05,True
1027,5.0,6,0.05,True
1028,5.0,6,0.05,True
1029,5.0,6,0.05,True
1030,5.0,6,0.05,True
1031,5.0,6,0.05,True
1032,5.0,6,0.05,True
1033,5.0,6,0.05,True
1034,5.0,6,0.05,True
1035,5.0,6,0.05,True
1036,5.0,6,0.05,True
1037,5.0,6,0.05,True
1038,5.0,6,0.05,True
1039,5.0,6,0.05,True
1040,5.0,6,0.05,True
1041,5.0,6,0.05,True
1042,5.0,6,0.05,True
1043,5.0,6,0.05,True
1044,5.0,6,0.05,True
1045,5.0,6,0.05,True
1046,5.0,6,0.05,True
1047,5.0,6,0.05,True
1048,3.0,8,0.05,True
1049,5.0,6,0.05,True
1050,5.0,6,0.05,True
1051,5.0,6,0.05,True
1052,5.0,6,0.05,True
1053,5.0,6,0.05,True
1054,5.0,6,0.05,True
1055,5.0,6,0.05,True
1056,5.0,6,0.05,True
1057,5.0,6,0.05,True
1058,5.0,6,0.05,True
1059,3.0,8,0.05,True
1060,3.0,8,0.05,True
1061,5.0,6,0.05,True
1062,3.0,8,0.05,True
1063,5.0,6,0.05,True
1064,5.0,6,0.05,True
1065,5.0,6,0.05,True
1066,5.0,6,0.05,True
1067,5.0,6,0.05,True
1068,5.0,6,0.05,True
1069,5.0,6,0.05,True
1070,5.0,6,0.05,True
1071,5.0,6,0.05,True
1072,5.0,6,0.05,True
1073,5.0,6,0.05,True
1074,5.0,6,0.05,True
1075,5.0,6,0.05,True
1076,5.0,6,0.05,True
1077,5.0,6,0.05,True
1078,5.0,6,0.05,True
1079,3.0,8,0.05,True
1080,5.0,6,0.05,True
1081,5.0,6,0.05,True
1082,5.0,6,0.05,True
1083,5.0,6,0.05,True
1084,5.0,6,0.05,True
1085,5.0,6,0.05,True
1086,5.0,6,0.05,True
1087,5.0,6,0.05,True
1088,5.0,6,0.05,True
1089,5.0,6,0.05,True
1090,3.0,8,0.05,True
1091,5.0,6,0.05,True
1092,5.0,6,0.05,True
1093,5.0,6,0.05,True
1094,5.0,6,0.05,True
1095,5.0,6,0.05,True
1096,5.0,6,0.05,True
1097,5.0,6,0.05,True
1098,3.0,8,0.05,True
1099,3.0,8,0.05,True
1100,5.0,6,0.05,True
1101,4.0,7,0.05,True
1102,5.0,6,0.05,True
1103,5.0,6,0.05,True
1104,5.0,6,0.05,True
1105,4.0,7,0.05,True
1106,5.0,6,0.05,True
1107,5.0,6,0.05,True
1108,5.0,6,0.05,True
1109,5.0,6,0.05,True
1110,5.0,6,0.05,True
1111,5.0,6,0.05,True
1112,5.0,6,0.05,True
1113,5.0,6,0.05,True
1114,5.0,6,0.05,True
1115,5.0,6,0.05,True
1116,5.0,6,0.05,True
1117,5.0,6,0.05,True
1118,5.0,6,0.05,True
1119,5.0,6,0.05,True
1120,5.0,6,0.05,True
1121,5.0,6,0.05,True
1122,5.0,6,0.05,True
1123,5.0,6,0.05,True
1124,4.0,7,0.05,True
1125,3.0,8,0.05,True
1126,5.0,6,0.05,True
1127,3.0,8,0.05,True
1128,5.0,6,0.05,True
1129,5.0,6,0.05,True
1130,3.0,8,0.05,True
1131,5.0,6,0.05,True
1132,5.0,6,0.05,True
1133,5.0,6,0.05,True
1134,5.0,6,0.05,True
1135,5.0,6,0.05,True
1136,5.0,6,0.05,True
1137,5.0,6,0.05,True
1138,5.0,6,0.05,True
1139,5.0,6,0.05,True
1140,5.0,6,0.05,True
1141,5.0,6,0.05,True
1142,5.0,6,0.05,True
1143,5.0,6,0.05,True
1144,5.0,6,0.05,True
1145,5.0,6,0.05,True
1146,3.0,8,0.05,True
1147,4.0,7,0.05,True
1148,5.0,6,0.05,True
1149,2.0,9,0.05,True
1150,5.0,6,0.05,True
1151,1.0,10,0.05,True
1152,5.0,6,0.05,True
1153,3.0,8,0.05,True
1154,5.0,6,0.05,True
1155,3.0,8,0.05,True
1156,3.0,8,0.05,True
1157,3.0,8,0.05,True
1158,5.0,6,0.05,True
1159,5.0,6,0.05,True
1160,5.0,6,0.05,True
1161,5.0,6,0.05,True
1162,5.0,6,0.05,True
1163,5.0,6,0.05,True
1164,5.0,6,0.05,True
1165,5.0,6,0.05,True
1166,5.0,6,0.05,True
1167,5.0,6,0.05,True
1168,4.0,7,0.05,True
1169,5.0,6,0.05,True
1170,5.0,6,0.05,True
1171,5.0,6,0.05,True
1172,5.0,6,0.05,True
1173,5.0,6,0.05,True
1174,5.0,6,0.05,True
1175,5.0,6,0.05,True
1176,5.0,6,0.05,True
1177,5.0,6,0.05,True
1178,5.0,6,0.05,True
1179,3.0,8,0.05,True
1180,5.0,6,0.05,True
1181,5.0,6,0.05,True
1182,5.0,6,0.05,True
1183,5.0,6,0.05,True
1184,5.0,6,0.05,True
1185,5.0,6,0.05,True
1186,5.0,6,0.05,True
1187,4.0,7,0.05,True
1188,5.0,6,0.05,True
1189,5.0,6,0.05,True
1190,5.0,6,0.05,True
1191,5.0,6,0.05,True
1192,5.0,6,0.05,True
1193,5.0,6,0.05,True
1194,3.0,8,0.05,True
1195,2.0,9,0.05,True
1196,4.0,7,0.05,True
1197,5.0,6,0.05,True
1198,5.0,6,0.05,True
1199,5.0,6,0.05,True
1200,5.0,6,0.05,True
1201,5.0,6,0.05,True
1202,5.0,6,0.05,True
1203,5.0,6,0.05,True
1204,4.0,7,0.05,True
1205,5.0,6,0.05,True
1206,5.0,6,0.05,True
1207,5.0,6,0.05,True
1208,5.0,6,0.05,True
1209,2.0,9,0.05,True
1210,5.0,6,0.05,True
1211,4.0,7,0.05,True
1212,5.0,6,0.05,True
1213,5.0,6,0.05,True
1214,5.0,6,0.05,True
1215,5.0,6,0.05,True
1216,5.0,6,0.05,True
1217,5.0,6,0.05,True
1218,5.0,6,0.05,True
1219,5.0,6,0.05,True
1220,5.0,6,0.05,True
1221,5.0,6,0.05,True
1222,5.0,6,0.05,True
1223,5.0,6,0.05,True
1224,5.0,6,0.05,True
1225,5.0,6,0.05,True
1226,5.0,6,0.05,True
1227,5.0,6,0.05,True
1228,5.0,6,0.05,True
1229,5.0,6,0.05,True
1230,5.0,6,0.05,True
1231,5.0,6,0.05,True
1232,5.0,6,0.05,True
1233,3.0,8,0.05,True
1234,5.0,6,0.05,True
1235,5.0,6,0.05,True
1236,5.0,6,0.05,True
1237,5.0,6,0.05,True
1238,5.0,6,0.05,True
1239,5.0,6,0.05,True
1240,5.0,6,0.05,True
1241,3.0,8,0.05,True
1242,5.0,6,0.05,True
1243,5.0,6,0.05,True
1244,5.0,6,0.05,True
1245,5.0,6,0.05,True
1246,5.0,6,0.05,True
1247,5.0,6,0.05,True
1248,5.0,6,0.05,True
1249,5.0,6,0.05,True
1250,5.0,6,0.05,True
1251,5.0,6,0.05,True
1252,5.0,6,0.05,True
1253,5.0,6,0.05,True
1254,5.0,6,0.05,True
1255,3.0,8,0.05,True
1256,5.0,6,0.05,True
1257,5.0,6,0.05,True
1258,5.0,6,0.05,True
1259,5.0,6,0.05,True
1260,5.0,6,0.05,True
1261,5.0,6,0.05,True
1262,5.0,6,0.05,True
1263,5.0,6,0.05,True
1264,5.0,6,0.05,True
1265,5.0,6,0.05,True
1266,3.0,8,0.05,True
1267,5.0,6,0.05,True
1268,5.0,6,0.05,True
1269,5.0,6,0.05,True
1270,2.0,9,0.05,True
1271,5.0,6,0.05,True
1272,3.0,8,0.05,True
1273,3.0,8,0.05,True
1274,5.0,6,0.05,True
1275,5.0,6,0.05,True
1276,5.0,6,0.05,True
1277,5.0,6,0.05,True
1278,5.0,6,0.05,True
1279,5.0,6,0.05,True
1280,5.0,6,0.05,True
1281,5.0,6,0.05,True
1282,5.0,6,0.05,True
1283,5.0,6,0.05,True
1284,5.0,6,0.05,True
1285,5.0,6,0.05,True
1286,5.0,6,0.05,True
1287,5.0,6,0.05,True
1288,3.0,8,0.05,True
1289,5.0,6,0.05,True
1290,5.0,6,0.05,True
1291,5.0,6,0.05,True
1292,5.0,6,0.05,True
1293,5.0,6,0.05,True
1294,5.0,6,0.05,True
1295,3.0,8,0.05,True
1296,3.0,8,0.05,True
1297,5.0,6,0.05,True
1298,5.0,6,0.05,True
1299,5.0,6,0.05,True
1300,5.0,6,0.05,True
1301,5.0,6,0.05,True
1302,5.0,6,0.05,True
1303,5.0,6,0.05,True
1304,5.0,6,0.05,True
1305,5.0,6,0.05,True
1306,4.0,7,0.05,True
1307,5.0,6,0.05,True
1308,5.0,6,0.05,True
1309,4.0,7,0.05,True
1310,5.0,6,0.05,True
1311,5.0,6,0.05,True
1312,5.0,6,0.05,True
1313,5.0,6,0.05,True
1314,5.0,6,0.05,True
1315,5.0,6,0.05,True
1316,5.0,6,0.05,True
1317,5.0,6,0.05,True
1318,5.0,6,0.05,True
1319,5.0,6,0.05,True
1320,5.0,6,0.05,True
1321,5.0,6,0.05,True
1322,5.0,6,0.05,True
1323,5.0,6,0.05,True
1324,5.0,6,0.05,True
1325,5.0,6,0.05,True
1326,5.0,6,0.05,True
1327,5.0,6,0.05,True
1328,5.0,6,0.05,True
1329,5.0,6,0.05,True
1330,5.0,6,0.05,True
1331,5.0,6,0.05,True
1332,5.0,6,0.05,True
1333,5.0,6,0.05,True
1334,5.0,6,0.05,True
1335,5.0,6,0.05,True
1336,5.0,6,0.05,True
1337,5.0,6,0.05,True
1338,4.0,7,0.05,True
1339,5.0,6,0.05,True
1340,5.0,6,0.05,True
1341,5.0,6,0.05,True
1342,5.0,6,0.05,True
1343,5.0,6,0.05,True
1344,3.0,8,0.05,True
1345,5.0,6,0.05,True
1346,5.0,6,0.05,True
1347,5.0,6,0.05,True
1348,5.0,6,0.05,True
1349,5.0,6,0.05,True
1350,5.0,6,0.05,True
1351,5.0,6,0.05,True
1352,5.0,6,0.05,True
1353,5.0,6,0.05,True
1354,5.0,6,0.05,True
1355,1.0,10,0.05,True
1356,5.0,6,0.05,True
1357,5.0,6,0.05,True
1358,4.0,7,0.05,True
1359,5.0,6,0.05,True
1360,5.0,6,0.05,True
1361,5.0,6,0.05,True
1362,5.0,6,0.05,True
1363,4.0,7,0.05,True
1364,4.0,7,0.05,True
1365,5.0,6,0.05,True
1366,5.0,6,0.05,True
1367,4.0,7,0.05,True
1368,5.0,6,0.05,True
1369,5.0,6,0.05,True
1370,5.0,6,0.05,True
1371,5.0,6,0.05,True
1372,5.0,6,0.05,True
1373,4.0,7,0.05,True
1374,5.0,6,0.05,True
1375,5.0,6,0.05,True
1376,5.0,6,0.05,True
1377,5.0,6,0.05,True
1378,5.0,6,0.05,True
1379,5.0,6,0.05,True
1380,5.0,6,0.05,True
1381,5.0,6,0.05,True
1382,5.0,6,0.05,True
1383,3.0,8,0.05,True
1384,5.0,6,0.05,True
1385,3.0,8,0.05,True
1386,5.0,6,0.05,True
1387,5.0,6,0.05,True
1388,5.0,6,0.05,True
1389,5.0,6,0.05,True
1390,5.0,6,0.05,True
1391,5.0,6,0.05,True
1392,5.0,6,0.05,True
1393,5.0,6,0.05,True
1394,5.0,6,0.05,True
1395,5.0,6,0.05,True
1396,3.0,8,0.05,True
1397,5.0,6,0.05,True
1398,4.0,7,0.05,True
1399,5.0,6,0.05,True
1400,5.0,6,0.05,True
1401,5.0,6,0.05,True
1402,3.0,8,0.05,True
1403,5.0,6,0.05,True
1404,5.0,6,0.05,True
1405,5.0,6,0.05,True
1406,5.0,6,0.05,True
1407,5.0,6,0.05,True
1408,5.0,6,0.05,True
1409,1.0,10,0.05,True
1410,5.0,6,0.05,True
1411,3.0,8,0.05,True
1412,5.0,6,0.05,True
1413,5.0,6,0.05,True
1414,5.0,6,0.05,True
1415,5.0,6,0.05,True
1416,5.0,6,0.05,True
1417,2.0,9,0.05,True
1418,5.0,6,0.05,True
1419,5.0,6,0.05,True
1420,5.0,6,0.05,True
1421,5.0,6,0.05,True
1422,5.0,6,0.05,True
1423,5.0,6,0.05,True
1424,5.0,6,0.05,True
1425,4.0,7,0.05,True
1426,5.0,6,0.05,True
1427,5.0,6,0.05,True
1428,5.0,6,0.05,True
1429,5.0,6,0.05,True
1430,5.0,6,0.05,True
1431,5.0,6,0.05,True
1432,3.0,8,0.05,True
1433,5.0,6,0.05,True
1434,5.0,6,0.05,True
1435,5.0,6,0.05,True
1436,2.0,9,0.05,True
1437,5.0,6,0.05,True
1438,3.0,8,0.05,True
1439,5.0,6,0.05,True
1440,5.0,6,0.05,True
1441,5.0,6,0.05,True
1442,4.0,7,0.05,True
1443,3.0,8,0.05,True
1444,4.0,7,0.05,True
1445,5.0,6,0.05,True
1446,5.0,6,0.05,True
1447,5.0,6,0.05,True
1448,5.0,6,0.05,True
1449,5.0,6,0.05,True
1450,5.0,6,0.05,True
1451,5.0,6,0.05,True
1452,5.0,6,0.05,True
1453,5.0,6,0.05,True
1454,5.0,6,0.05,True
1455,5.0,6,0.05,True
1456,5.0,6,0.05,True
1457,5.0,6,0.05,True
1458,5.0,6,0.05,True
1459,5.0,6,0.05,True
1460,5.0,6,0.05,True
1461,5.0,6,0.05,True
1462,5.0,6,0.05,True
1463,5.0,6,0.05,True
1464,5.0,6,0.05,True
1465,5.0,6,0.05,True
1466,5.0,6,0.05,True
1467,5.0,6,0.05,True
1468,5.0,6,0.05,True
1469,5.0,6,0.05,True
1470,5.0,6,0.05,True
1471,5.0,6,0.05,True
1472,5.0,6,0.05,True
1473,5.0,6,0.05,True
1474,5.0,6,0.05,True
1475,5.0,6,0.05,True
1476,5.0,6,0.05,True
1477,5.0,6,0.05,True
1478,5.0,6,0.05,True
1479,4.0,7,0.05,True
1480,5.0,6,0.05,True
1481,5.0,6,0.05,True
1482,5.0,6,0.05,True
1483,3.0,8,0.05,True
1484,5.0,6,0.05,True
1485,4.0,7,0.05,True
1486,5.0,6,0.05,True
1487,5.0,6,0.05,True
1488,5.0,6,0.05,True
1489,5.0,6,0.05,True
1490,5.0,6,0.05,True
1491,5.0,6,0.05,True
1492,5.0,6,0.05,True
1493,5.0,6,0.05,True
1494,5.0,6,0.05,True
1495,5.0,6,0.05,True
1496,5.0,6,0.05,True
1497,5.0,6,0.05,True
1498,5.0,6,0.05,True
1499,5.0,6,0.05,True
1500,3.0,8,0.05,True
1501,5.0,6,0.05,True
1502,5.0,6,0.05,True
1503,5.0,6,0.05,True
1504,5.0,6,0.05,True
1505,5.0,6,0.05,True
1506,5.0,6,0.05,True
1507,5.0,6,0.05,True
1508,5.0,6,0.05,True
1509,3.0,8,0.05,True
1510,5.0,6,0.05,True
1511,3.0,8,0.05,True
1512,5.0,6,0.05,True
1513,5.0,6,0.05,True
1514,5.0,6,0.05,True
1515,5.0,6,0.05,True
1516,3.0,8,0.05,True
1517,5.0,6,0.05,True
1518,5.0,6,0.05,True
1519,5.0,6,0.05,True
1520,5.0,6,0.05,True
1521,5.0,6,0.05,True
1522,5.0,6,0.05,True
1523,5.0,6,0.05,True
1524,5.0,6,0.05,True
1525,5.0,6,0.05,True
1526,5.0,6,0.05,True
1527,5.0,6,0.05,True
1528,5.0,6,0.05,True
1529,5.0,6,0.05,True
1530,5.0,6,0.05,True
1531,5.0,6,0.05,True
1532,5.0,6,0.05,True
1533,5.0,6,0.05,True
1534,5.0,6,0.05,True
1535,3.0,8,0.05,True
1536,5.0,6,0.05,True
1537,5.0,6,0.05,True
1538,5.0,6,0.05,True
1539,4.0,7,0.05,True
1540,5.0,6,0.05,True
1541,5.0,6,0.05,True
1542,4.0,7,0.05,True
1543,4.0,7,0.05,True
1544,5.0,6,0.05,True
1545,5.0,6,0.05,True
1546,5.0,6,0.05,True
1547,5.0,6,0.05,True
1548,5.0,6,0.05,True
1549,5.0,6,0.05,True
1550,5.0,6,0.05,True
1551,4.0,7,0.05,True
1552,5.0,6,0.05,True
1553,5.0,6,0.05,True
1554,5.0,6,0.05,True
1555,5.0,6,0.05,True
1556,5.0,6,0.05,True
1557,5.0,6,0.05,True
1558,5.0,6,0.05,True
1559,5.0,6,0.05,True
1560,5.0,6,0.05,True
1561,5.0,6,0.05,True
1562,5.0,6,0.05,True
1563,5.0,6,0.05,True
1564,5.0,6,0.05,True
1565,5.0,6,0.05,True
1566,5.0,6,0.05,True
1567,5.0,6,0.05,True
1568,5.0,6,0.05,True
1569,5.0,6,0.05,True
1570,5.0,6,0.05,True
1571,5.0,6,0.05,True
1572,5.0,6,0.05,True
1573,5.0,6,0.05,True
1574,5.0,6,0.05,True
1575,5.0,6,0.05,True
1576,5.0,6,0.05,True
1577,4.0,7,0.05,True
1578,3.0,8,0.05,True
1579,5.0,6,0.05,True
1580,5.0,6,0.05,True
1581,5.0,6,0.05,True
1582,5.0,6,0.05,True
1583,4.0,7,0.05,True
1584,4.0,7,0.05,True
1585,5.0,6,0.05,True
1586,5.0,6,0.05,True
1587,5.0,6,0.05,True
1588,5.0,6,0.05,True
1589,5.0,6,0.05,True
1590,5.0,6,0.05,True
1591,5.0,6,0.05,True
1592,5.0,6,0.05,True
1593,5.0,6,0.05,True
1594,5.0,6,0.05,True
1595,5.0,6,0.05,True
1596,3.0,8,0.05,True
1597,5.0,6,0.05,True
1598,1.0,10,0.05,True
1599,5.0,6,0.05,True
1600,5.0,6,0.05,True
1601,5.0,6,0.05,True
1602,5.0,6,0.05,True
1603,3.0,8,0.05,True
1604,5.0,6,0.05,True
1605,5.0,6,0.05,True
1606,5.0,6,0.05,True
1607,3.0,8,0.05,True
1608,5.0,6,0.05,True
1609,5.0,6,0.05,True
1610,5.0,6,0.05,True
1611,3.0,8,0.05,True
1612,5.0,6,0.05,True
1613,5.0,6,0.05,True
1614,5.0,6,0.05,True
1615,5.0,6,0.05,True
1616,5.0,6,0.05,True
1617,2.0,9,0.05,True
1618,5.0,6,0.05,True
1619,5.0,6,0.05,True
1620,5.0,6,0.05,True
1621,5.0,6,0.05,True
1622,5.0,6,0.05,True
1623,5.0,6,0.05,True
1624,5.0,6,0.05,True
1625,5.0,6,0.05,True
1626,5.0,6,0.05,True
1627,5.0,6,0.05,True
1628,5.0,6,0.05,True
1629,4.0,7,0.05,True
1630,5.0,6,0.05,True
1631,5.0,6,0.05,True
1632,5.0,6,0.05,True
1633,5.0,6,0.05,True
1634,5.0,6,0.05,True
1635,5.0,6,0.05,True
1636,5.0,6,0.05,True
1637,5.0,6,0.05,True
1638,3.0,8,0.05,True
1639,5.0,6,0.05,True
1640,5.0,6,0.05,True
1641,5.0,6,0.05,True
1642,5.0,6,0.05,True
1643,5.0,6,0.05,True
1644,5.0,6,0.05,True
1645,5.0,6,0.05,True
1646,5.0,6,0.05,True
1647,5.0,6,0.05,True
1648,5.0,6,0.05,True
1649,5.0,6,0.05,True
1650,5.0,6,0.05,True
1651,5.0,6,0.05,True
1652,5.0,6,0.05,True
1653,5.0,6,0.05,True
1654,4.0,7,0.05,True
1655,3.0,8,0.05,True
1656,5.0,6,0.05,True
1657,5.0,6,0.05,True
1658,5.0,6,0.05,True
1659,5.0,6,0.05,True
1660,5.0,6,0.05,True
1661,5.0,6,0.05,True
1662,5.0,6,0.05,True
1663,5.0,6,0.05,True
1664,5.0,6,0.05,True
1665,3.0,8,0.05,True
1666,5.0,6,0.05,True
1667,5.0,6,0.05,True
1668,5.0,6,0.05,True
1669,2.0,9,0.05,True
1670,4.0,7,0.05,True
1671,5.0,6,0.05,True
1672,5.0,6,0.05,True
1673,5.0,6,0.05,True
1674,3.0,8,0.05,True
1675,5.0,6,0.05,True
1676,5.0,6,0.05,True
1677,5.0,6,0.05,True
1678,3.0,8,0.05,True
1679,5.0,6,0.05,True
1680,5.0,6,0.05,True
1681,5.0,6,0.05,True
1682,3.0,8,0.05,True
1683,5.0,6,0.05,True
1684,5.0,6,0.05,True
1685,4.0,7,0.05,True
1686,5.0,6,0.05,True
1687,5.0,6,0.05,True
1688,3.0,8,0.05,True
1689,5.0,6,0.05,True
1690,5.0,6,0.05,True
1691,5.0,6,0.05,True
1692,5.0,6,0.05,True
1693,5.0,6,0.05,True
1694,5.0,6,0.05,True
1695,5.0,6,0.05,True
1696,5.0,6,0.05,True
1697,5.0,6,0.05,True
1698,5.0,6,0.05,True
1699,5.0,6,0.05,True
1700,5.0,6,0.05,True
1701,4.0,7,0.05,True
1702,5.0,6,0.05,True
1703,5.0,6,0.05,True
1704,5.0,6,0.05,True
1705,5.0,6,0.05,True
1706,5.0,6,0.05,True
1707,5.0,6,0.05,True
1708,5.0,6,0.05,True
1709,3.0,8,0.05,True
1710,5.0,6,0.05,True
1711,5.0,6,0.05,True
1712,5.0,6,0.05,True
1713,5.0,6,0.05,True
1714,5.0,6,0.05,True
1715,5.0,6,0.05,True
1716,5.0,6,0.05,True
1717,5.0,6,0.05,True
1718,5.0,6,0.05,True
1719,5.0,6,0.05,True
1720,5.0,6,0.05,True
1721,3.0,8,0.05,True
1722,5.0,6,0.05,True
1723,5.0,6,0.05,True
1724,5.0,6,0.05,True
